Ses01M_impro07_M007	 Thank you.	Ses01M-impro07-07-01-M007.wav	07
Ses02F_impro08_F007	 Is that all right?	Ses02F-impro08-01-01-F007.wav	01
Ses04F_script03_2_F020	 Adders don't snap they sting.	Ses04F-script03-05-01-2_F020.wav	05
Ses02F_script01_3_F025	 Oh, gee.	Ses02F-script01-04-01-3_F025.wav	04
Ses04F_impro06_M007	 It's sort of- it's almost better off to rest in peace than he is to live in pain.	Ses04F-impro06-01-01-M007.wav	01
Ses04M_script01_2_F018	 You, above all, have got to believe.  You.	Ses04M-script01-05-01-2_F018.wav	05
Ses04F_impro06_M014	 So-	Ses04F-impro06-04-01-M014.wav	04
Ses05F_script02_2_F030	 For heaven's sake Augie, wherever I am I always wanted to be with you.	Ses05F-script02-04-01-2_F030.wav	04
Ses02F_script02_2_M029	 Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?	Ses02F-script02-05-01-2_M029.wav	05
Ses01F_impro03_M000	 So what's up?  What's new?	Ses01F-impro03-01-01-M000.wav	01
Ses03F_impro01_M002	 You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.	Ses03F-impro01-01-01-M002.wav	01
Ses01F_impro05_M030	 Right now all I can do is just give you this fifty dollars, I'm really sorry.	Ses01F-impro05-01-01-M030.wav	01
Ses01M_script03_2_M033	 Well then you'll wake the people downstairs.	Ses01M-script03-05-01-2_M033.wav	05
Ses03M_impro07_M008	 No.  It's like it's harder than getting into Harvard.	Ses03M-impro07-07-01-M008.wav	07
Ses05F_script03_1_F006	 Behave exquisitely.	Ses05F-script03-07-01-1_F006.wav	07
Ses04M_impro08_M011	 What I can	Ses04M-impro08-01-01-M011.wav	01
Ses02F_script02_2_F015	 Do you remember the first time we came to see it?  It was about four years ago, right after we got married.	Ses02F-script02-04-01-2_F015.wav	04
Ses01M_script01_3_M014	 Why didn't you?	Ses01M-script01-01-01-3_M014.wav	01
Ses04F_impro03_F002	 Look.	Ses04F-impro03-07-01-F002.wav	07
Ses01F_script02_2_M042	 We have a great view of the moon from here, though, huh?	Ses01F-script02-01-01-2_M042.wav	01
Ses01F_script01_1_M003	 I don't know.	Ses01F-script01-01-01-1_M003.wav	01
Ses02M_impro03_M018	 No, but it was good.	Ses02M-impro03-07-01-M018.wav	07
Ses01M_script02_1_M028	 People in Kansas would have to get plane tickets and make hotel reservations to see this.  It's only forty minutes away; it's just too good to pass up.	Ses01M-script02-05-01-1_M028.wav	05
Ses05M_script02_2_F026	 But this isn't at all what I wanted it to be.	Ses05M-script02-04-01-2_F026.wav	04
Ses03F_impro03_F024	 Yeah. I'm so excited. [LAUGHTER].	Ses03F-impro03-07-01-F024.wav	07
Ses01M_script01_3_M035	 You know.  I went to work with dad and I started that whole rat race again...	Ses01M-script01-04-01-3_M035.wav	04
Ses05M_impro07_M041	 It's just you know a dream come true.  How could you not be excited about a dream come true?	Ses05M-impro07-07-01-M041.wav	07
Ses04M_script03_2_F049	 Let go of me.  You're a cruel fiend and I hate and loath you.  Thank God, I discovered in time what you're really like.	Ses04M-script03-05-01-2_F049.wav	05
Ses04F_impro07_M059	 Or library.	Ses04F-impro07-01-01-M059.wav	01
Ses05F_script01_3_M023	 It's- It's mixed up with so many other things, I-	Ses05F-script01-04-01-3_M023.wav	04
Ses04F_script01_1_F040	 Alright but don't think that way	Ses04F-script01-05-01-1_F040.wav	05
Ses01M_impro01_F011	 What do you expect me to do?	Ses01M-impro01-05-01-F011.wav	05
Ses01M_impro04_M014	 What?	Ses01M-impro04-05-01-M014.wav	05
Ses05F_impro03_M020	 Am I in it?	Ses05F-impro03-07-01-M020.wav	07
Ses04M_impro08_F030	 You too.	Ses04M-impro08-01-01-F030.wav	01
Ses02M_impro07_M032	 [LAUGHTER] Thanks, yes, thanks, yes That'll be cool.	Ses02M-impro07-07-01-M032.wav	07
Ses05M_script01_2_M001	 Well, maybe maybe he just wanted to see her again.	Ses05M-script01-01-01-2_M001.wav	01
Ses05F_impro04_M025	 You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will.	Ses05F-impro04-01-01-M025.wav	01
Ses05F_script01_2_M017	 What have I got to hide?  What the hell is the matter with you, Kate?	Ses05F-script01-05-01-2_M017.wav	05
Ses03M_script01_1_M029	 Then I guess that's the end of it.	Ses03M-script01-01-01-1_M029.wav	01
Ses01F_script03_2_F035	 You are far too temperamental, try to control yourself.	Ses01F-script03-05-01-2_F035.wav	05
Ses03M_impro08a_M017	 don't you-	Ses03M-impro08a-01-01-M017.wav	01
Ses01M_script01_3_M041	 I want you to know Annie.	Ses01M-script01-04-01-3_M041.wav	04
Ses01M_impro01_F020	 Don't talk to me like I'm a child.	Ses01M-impro01-05-01-F020.wav	05
Ses03M_impro05b_F015	 Did you have your name tags on the luggage?	Ses03M-impro05b-01-01-F015.wav	01
Ses03M_impro08a_M012	 Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-	Ses03M-impro08a-01-01-M012.wav	01
Ses04M_impro01_F021	 Yeah.  Thank you.  Have a pleasant day.	Ses04M-impro01-05-01-F021.wav	05
