Ses05F_impro02_M033	 Yeah.  I guess.  I don't know what they're going to say.	Ses05F-impro02-04-01-M033.wav	04
Ses05M_script02_2_F019	 No.	Ses05M-script02-04-01-2_F019.wav	04
Ses04F_script01_3_M028	 Well I lost them.	Ses04F-script01-04-01-3_M028.wav	04
Ses03M_impro05a_F008	 How many pieces of luggage do you have checked in?	Ses03M-impro05a-01-01-F008.wav	01
Ses01M_impro03_F011	 Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money	Ses01M-impro03-07-01-F011.wav	07
Ses01M_impro06_M005	 I just...I just basically lost someone that was really close to me.	Ses01M-impro06-04-01-M005.wav	04
Ses05F_impro07_F031	 you'd be that kid	Ses05F-impro07-07-01-F031.wav	07
Ses02M_impro07_M031	 I'm-I'm looking forward to that. [BREATHING] man, So yeah, I think I'm going to come out a little early so I mean I'll give you a call and we'll definitely-	Ses02M-impro07-07-01-M031.wav	07
Ses03F_impro06_M012	 So nice, so positive.	Ses03F-impro06-04-01-M012.wav	04
Ses01F_impro05_M007	 all right- okay.  And you lost your bag? Is that- that the issue?	Ses01F-impro05-01-01-M007.wav	01
Ses02F_impro05_M014	 No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you	Ses02F-impro05-01-01-M014.wav	01
Ses04M_script03_2_M030	 They -- nonsense, they have a little bag of venom behind their fangs and they snap.	Ses04M-script03-05-01-2_M030.wav	05
Ses03F_impro02_F010	 yeah.	Ses03F-impro02-04-01-F010.wav	04
Ses02M_impro01_M004	 Uh, sorry, I forgot them. I mean I've got to -	Ses02M-impro01-01-01-M004.wav	01
Ses04F_script03_2_F022	 I don't care, okay.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.	Ses04F-script03-05-01-2_F022.wav	05
Ses02F_script03_2_F036	 You are far too temperamental.  Try to control yourself.	Ses02F-script03-05-01-2_F036.wav	05
Ses01M_script02_1_M032	 It's like a little bit of the unexplainable, a little magic, a little mystery.  I just don't see how you can not be interested in this.	Ses01M-script02-07-01-1_M032.wav	07
Ses03M_script01_1_M012	 That we haven't had any hope for years now?	Ses03M-script01-05-01-1_M012.wav	05
Ses01M_impro03_M005	 That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?	Ses01M-impro03-07-01-M005.wav	07
Ses04M_impro07_F014	 That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here.	Ses04M-impro07-07-01-F014.wav	07
Ses05F_impro03_M051	 I think so, too.  Are you going to get a house or-	Ses05F-impro03-07-01-M051.wav	07
Ses04M_impro05_F010	 I can't do that.	Ses04M-impro05-01-01-F010.wav	01
Ses04M_impro07_F015	 Everything in LA is twenty minutes away.	Ses04M-impro07-07-01-F015.wav	07
Ses01F_script02_2_F017	 Do you remember the first year we came here?  It was like four years after we got married.	Ses01F-script02-01-01-2_F017.wav	01
Ses05F_impro08_F029	 You're welcome	Ses05F-impro08-01-01-F029.wav	01
Ses01F_impro06_F008	 So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-	Ses01F-impro06-04-01-F008.wav	04
Ses02F_impro02_F002	 You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can.	Ses02F-impro02-04-01-F002.wav	04
Ses04F_script03_1_F009	 It's true the whole business is very poor joke.	Ses04F-script03-07-01-1_F009.wav	07
Ses04F_impro03_F002	 Look.	Ses04F-impro03-07-01-F002.wav	07
Ses02F_impro04_M000	 So, uh, so how's it been going?  I mean, you have any needs or anything?	Ses02F-impro04-01-01-M000.wav	01
Ses03M_script02_1_M014	 God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.	Ses03M-script02-07-01-1_M014.wav	07
Ses05M_impro06_M002	 The end, he's been sick for awhile.  He had cancer.	Ses05M-impro06-04-01-M002.wav	04
Ses01M_script02_2_M008	 Can I ask you a question?  Are you on your period?	Ses01M-script02-01-01-2_M008.wav	01
Ses05F_impro07_F023	 [LAUGHTER] Oh, I'm going to be working too, I mean.	Ses05F-impro07-07-01-F023.wav	07
Ses04F_impro07_F006	 I know. [LAUGHTER]	Ses04F-impro07-07-01-F006.wav	07
Ses02F_script03_2_M011	 No particular reason.  Anyhow they were very small ones.	Ses02F-script03-01-01-2_M011.wav	01
Ses03M_script03_2_M031	 Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?	Ses03M-script03-05-01-2_M031.wav	05
Ses02M_impro06_M019	 Well, you know I appreciate you coming over and talking to me, I mean it definitely helps	Ses02M-impro06-04-01-M019.wav	04
Ses04M_script02_2_F027	 This what?  What is this?  This isn't even anything.	Ses04M-script02-05-01-2_F027.wav	05
Ses05M_script01_1_F032	 Are you crazy?	Ses05M-script01-05-01-1_F032.wav	05
Ses01M_script02_2_F022	 And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.	Ses01M-script02-04-01-2_F022.wav	04
Ses05M_script01_3_M010	 You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything.	Ses05M-script01-07-01-3_M010.wav	07
Ses04F_impro03_F051	 [LAUGHTER] That's more than I needed to know.	Ses04F-impro03-07-01-F051.wav	07
Ses05M_script01_1_M034	 I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York.	Ses05M-script01-05-01-1_M034.wav	05
Ses02M_impro07_F007	 Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.	Ses02M-impro07-07-01-F007.wav	07
Ses04F_script02_1_F016	 I'm just not.	Ses04F-script02-05-01-1_F016.wav	05
Ses02F_impro08_F014	 Yeah.	Ses02F-impro08-01-01-F014.wav	01
Ses05F_impro08_F004	 yeah, I understand.	Ses05F-impro08-01-01-F004.wav	01
Ses03M_impro02_M030	 You tell her-- [BREATHING]	Ses03M-impro02-04-01-M030.wav	04
